Store,Container_404,Bad_Subs,Manual_Pick
48343,38,18,138
48291,60,8,133
40727,5,31,123
26102,17,13,167
56649,60,43,126
67609,70,28,151
59423,37,44,112
823,9,1,136
50187,51,16,178
73959,24,28,200
14100,37,18,161
77194,8,15,196
80654,34,41,186
88732,72,26,113
37494,62,7,158
70278,41,37,181
63491,50,11,182
74123,21,10,107
301,59,31,101
35904,67,4,157
65987,16,1,113
82362,68,43,179
59223,37,16,156
26638,22,27,142
24525,71,29,157
406,5,35,129
54143,51,37,197
33238,66,41,198
27912,50,4,192
7982,40,6,107
4203,30,13,187
30209,72,6,169
4233,5,39,122
52673,57,28,103
99698,12,40,109
64078,52,42,151
36186,64,4,175
61686,24,28,184
40814,59,36,164
35474,9,17,162
82342,51,30,191
57131,49,21,191
1974,4,17,179
69026,36,41,119
66625,55,21,159
36569,42,1,152
34730,69,20,140
91238,58,14,196
59568,12,23,107
70226,39,20,171
70496,20,12,110
74188,16,34,160
8402,5,25,141
59932,7,29,181
22881,10,5,189
68956,4,29,114
21381,15,15,165
81022,51,50,118
26917,31,30,199
72103,29,45,171
98163,15,42,116
48259,26,8,128
12709,27,17,126
50259,35,37,123
5235,63,39,174
25061,32,33,116
76920,44,26,118
22722,29,35,168
32995,5,28,102
9151,7,48,164
19189,21,48,163
109,49,17,115
32412,17,19,191
38440,49,18,127
35638,44,10,111
77760,31,50,154
69139,11,4,149
49399,61,34,150
24008,53,24,168
80741,10,34,104
21162,23,42,132
27874,5,28,106
86833,53,48,116
42194,55,19,168
78535,15,31,101
12112,46,47,152
12164,51,46,105
23855,4,33,168
8409,48,50,103
94514,75,3,132
83211,67,38,181
95855,73,50,129
52344,48,37,136
39647,52,46,122
84736,4,49,156
72092,73,18,153
79605,57,1,124
59782,22,38,150
54149,67,11,108
40788,25,1,105
69067,29,2,166
60382,16,18,123
49437,39,11,113
45648,6,22,180
25815,41,37,120
80010,41,24,102
90204,51,47,158
7263,58,28,160
61942,52,47,200
58521,3,7,173
81420,7,29,187
62884,43,48,194
34057,1,23,162
53002,31,23,178
80940,42,3,160
29826,15,3,168
67587,45,17,120
96716,21,41,120
71560,9,6,116
81708,37,18,194
4309,73,41,178
86832,21,49,118
6613,18,4,145
7682,33,25,130
84247,66,22,135
37995,3,19,129
27445,38,9,197
78749,17,27,153
95647,5,34,149
34519,8,43,152
52661,20,40,101
27024,5,46,186
41583,29,19,148
57598,29,5,190
21046,52,39,138
71242,13,29,141
57711,1,32,122
26031,67,24,145
8587,69,46,135
93701,35,5,178
4723,71,48,145
64705,4,42,167
3579,61,46,179
44087,72,26,117
55436,74,41,189
31030,57,25,163
50030,63,12,141
89709,40,13,140
67247,7,24,106
58120,33,12,102
94254,39,39,192
66535,59,39,166
29079,62,21,147
38366,60,28,192
52163,51,31,162
96343,65,49,195
72272,44,16,144
34689,9,32,192
65211,11,50,113
51497,75,37,197
19571,70,29,179
58141,64,45,126
45012,4,38,167
71790,63,36,122
1980,61,47,105
60161,65,32,151
32533,64,18,199
57077,64,14,107
4354,8,10,133
48624,73,9,149
97681,16,15,107
56016,32,11,107
49605,23,30,190
88730,15,40,194
65122,54,45,197
54994,3,48,197
55159,32,33,198
72000,46,1,123
65142,6,44,194
68620,49,10,175
49086,7,23,149
61042,21,14,134
1613,73,13,117
39177,25,3,148
73643,55,3,132
85171,63,38,110
61452,68,31,131
92592,65,22,138
81156,53,5,124
48646,11,44,100
53012,75,5,149
94321,73,39,200
31522,43,7,119
76211,41,26,172
98708,8,29,197
68138,37,6,124
90542,58,15,147
26736,63,13,199
37556,60,50,154
93405,31,47,113
64494,48,13,188
73749,27,42,150
28148,34,2,170
71954,51,50,153
16665,27,11,186
23828,42,28,126
45279,4,50,114
54668,25,11,164
62340,57,13,130
93907,25,25,149
47,28,40,190
58765,71,28,177
56025,21,16,178
63298,21,14,129
6609,60,3,129
76963,62,47,176
74364,26,11,151
14934,4,16,106
36273,17,3,179
84923,11,45,197
54979,43,46,172
51319,18,41,143
93318,47,45,172
99037,20,35,182
54527,20,13,160
67825,62,25,138
44305,9,38,133
14648,72,18,134
97134,75,4,131
70521,46,5,144
67860,54,28,129
45489,54,32,185
37888,42,5,129
29176,21,47,178
13232,30,45,148
1707,55,3,170
49947,17,49,192
73803,33,11,186
79410,75,7,200
32431,56,5,126
71426,47,44,130
58024,6,11,138
45080,27,27,183
48206,44,8,174
75659,33,31,113
7427,46,15,110
12786,63,28,157
89883,44,22,155
87050,48,16,164
63218,69,47,179
74948,69,9,131
74369,33,19,185
526,62,15,138
84078,53,16,176
5401,28,13,129
85824,43,1,118
94253,70,40,154
58315,73,23,114
20989,34,4,115
85730,45,22,100
40185,23,10,102
32468,46,15,151
45684,16,39,122
29354,75,10,164
17703,30,20,182
48153,31,46,159
11592,20,40,132
18795,14,43,181
23918,39,32,182
67425,24,19,111
43849,73,43,106
35257,60,41,102
96549,35,5,198
23284,1,21,111
74439,12,6,173
24384,31,31,175
47614,65,9,107
93260,42,37,146
33992,4,7,169
66598,52,6,189
85164,16,39,173
3826,55,11,177
85896,48,14,104
86643,32,50,171
26817,42,7,118
68602,35,44,145
62964,22,35,120
56843,45,21,106
40103,63,7,114
60049,74,40,127
67999,9,10,131
97341,17,49,155
62364,54,36,183
78570,23,38,197
34876,24,33,170
44900,2,43,116
36105,48,38,172
52289,3,1,127
97131,3,9,169
52269,42,7,116
79582,30,25,161
41935,10,34,112
42610,75,10,131
55495,28,34,175
46388,59,18,132
85073,3,47,197
67719,44,8,142
84790,59,20,133
67905,68,45,189
96850,29,33,173
52224,68,38,141
13290,27,5,149
91752,20,3,105
9108,6,17,158
55949,11,8,182
40021,34,24,130
51857,26,47,142
75045,27,12,130
42319,5,3,144
8699,37,14,142
63787,29,50,114
1204,21,16,157
62286,8,15,113
58757,57,9,144
53460,21,32,112
19538,57,12,177
37749,62,39,172
14311,39,35,136
69643,28,30,151
91444,49,41,121
6425,66,18,193
97346,61,20,176
90759,28,25,181
31479,70,45,164
78314,5,26,139
82222,7,47,116
64801,8,39,122
30517,21,39,110
45024,26,21,139
81602,62,9,112
21917,43,8,139
93733,17,7,158
10582,72,12,180
69704,19,18,127
74580,63,5,119
79542,20,13,182
73424,54,28,135
68987,40,29,173
43211,63,1,108
73004,35,38,155
59959,41,46,192
78125,29,49,187
60782,35,24,149
15390,57,39,198
29277,21,34,186
30840,70,6,148
15048,22,40,107
47505,53,33,194
37840,52,44,140
3052,8,40,110
38357,46,42,120
87559,42,19,135
19577,61,10,110
84416,68,49,147
74434,12,2,110
93128,8,48,186
79755,40,49,167
16372,48,49,126
44747,33,42,173
16641,66,42,147
28844,38,24,131
1408,70,1,182
18730,43,45,122
45600,44,36,165
60249,72,39,174
52264,47,39,143
59403,27,23,155
46347,70,8,167
56486,45,22,188
56719,69,9,116
52663,50,1,118
5917,31,28,174
8015,44,44,115
44331,44,3,117
93153,24,32,122
38441,59,20,145
65988,70,49,142
34343,25,25,106
18270,74,6,145
44259,1,5,200
4244,30,27,110
86545,52,9,188
16116,25,39,134
17668,19,43,163
19260,68,10,185
31008,49,23,102
55926,58,21,135
46899,17,9,104
90461,10,37,194
59572,57,24,170
16118,4,25,179
23644,47,46,181
92458,73,29,160
77537,17,1,100
8811,20,42,175
77752,60,50,143
46151,28,2,110
67624,73,35,169
26620,44,43,185
98914,20,20,148
82409,53,41,101
73214,38,4,199
87934,74,38,144
25410,10,16,107
31301,42,36,145
93085,3,36,136
15115,24,45,135
14165,21,34,124
75260,23,11,113
32678,75,10,131
39928,68,40,156
63242,46,38,181
65935,21,6,127
78367,39,42,160
36588,60,25,130
34655,2,7,175
79675,26,37,190
50869,67,22,191
23835,66,4,173
51691,57,45,105
79369,13,15,187
63077,54,21,125
50311,60,10,153
78246,68,12,195
975,71,26,150
21979,75,43,193
75614,47,18,130
5493,20,1,200
90021,26,42,119
16510,36,38,127
58489,15,32,169
16982,10,30,133
12207,52,12,106
98529,65,14,115
71339,15,45,152
4187,70,45,191
59319,33,22,105
72194,32,23,144
41462,13,40,138
42949,17,19,115
39807,22,44,136
13741,41,27,147
75392,8,48,189
38608,13,37,121
32867,16,25,153
30015,46,32,186
29441,30,2,164
36057,63,35,161
98680,59,33,179
15131,22,45,176
29442,55,36,120
50602,62,4,187
44654,59,50,136
41799,56,50,168
40929,4,31,106
38052,43,4,186
69703,5,25,165
19159,61,33,181
8447,63,14,146
33175,7,37,144
30408,4,5,200
83250,34,35,113
80826,51,17,111
83663,32,13,187
5389,44,21,106
51444,38,45,179
66086,17,20,163
30785,62,43,148
48390,75,8,167
84948,24,14,194
69878,48,27,154
26018,71,34,169
37467,21,43,176
94076,74,10,159
99894,35,22,147
14891,7,3,164
9463,27,25,168
21381,17,47,192
31631,2,50,133
90328,55,38,155
50340,11,5,137
68350,36,24,139
46402,50,33,109
45396,19,29,121
90512,48,35,160
95109,29,7,141
12317,71,38,151
74013,22,6,114
83323,5,31,102
82559,71,27,140
14950,43,14,148
6474,8,11,169
73143,25,5,107
26310,29,50,100
51488,6,22,143
80877,67,49,170
72302,51,6,180
1122,54,43,144
73650,48,11,142
11687,63,32,163
2508,1,40,149
92039,35,12,170
94887,43,5,126
57218,25,48,191
49456,10,24,142
88197,50,8,123
80864,2,39,161
16557,17,10,129
90569,2,40,177
18144,58,20,112
45312,58,42,195
68863,63,49,190
78457,64,50,150
67834,23,45,135
63962,63,29,127
16385,55,28,199
7556,3,20,104
79070,55,12,133
3540,15,34,135
3622,48,47,188
74120,68,48,180
10776,44,47,143
5275,10,34,200
33721,61,33,109
50484,33,30,139
45361,2,34,129
76916,35,17,141
98461,14,4,178
5000,57,49,193
20184,39,16,191
47256,39,37,127
72982,49,14,138
29828,3,31,149
64391,71,38,143
35253,69,20,177
41983,58,36,191
11825,65,15,111
80842,66,49,114
90699,29,45,103
43164,55,38,124
46726,35,33,172
40910,65,7,193
80817,64,22,160
7643,66,41,168
41109,75,15,172
43318,38,29,138
97897,29,38,120
1004,1,9,170
12885,34,45,163
72021,9,12,139
93799,44,31,155
33814,45,13,193
99603,40,10,133
34510,14,6,169
89918,24,31,196
88300,57,11,158
86299,45,10,122
24974,40,24,180
8499,54,10,141
13118,3,18,196
52229,69,7,127
73966,59,10,156
59852,53,12,166
53948,19,13,198
9480,5,26,115
12371,17,30,157
87961,26,6,157
14982,41,43,165
12191,72,25,142
70311,24,34,177
17178,37,37,173
31383,45,8,112
60438,36,37,157
48052,44,33,146
23515,5,27,137
58739,38,5,144
54993,4,14,169
12684,22,14,154
66559,1,23,180
71820,41,28,110
19586,44,3,165
84414,21,35,110
93272,6,19,153
48619,63,17,194
9405,7,27,132
87599,19,35,121
95035,41,10,125
53465,5,50,136
97215,19,44,145
88796,57,28,114
83705,49,20,177
89740,38,35,108
19480,61,17,167
90688,37,22,152
50061,3,50,101
77179,12,14,189
18712,49,3,140
21756,58,8,139
73183,30,34,144
95366,40,35,134
90990,10,43,148
32176,59,34,177
10090,16,32,180
38105,65,31,107
17508,68,31,151
57512,52,14,121
36772,33,18,184
22470,69,48,131
36878,18,42,145
80750,13,45,144
27325,55,45,186
41068,69,3,200
156,59,11,147
43236,37,11,131
47077,8,39,127
1055,19,18,106
70747,9,41,119
35811,33,32,161
5777,42,7,152
39584,3,2,166
63989,50,19,115
62543,33,4,190
35320,62,1,144
85899,42,4,136
26021,42,14,115
91330,13,14,103
49736,28,33,101
49079,1,9,112
12113,27,45,137
83596,8,24,167
18701,29,30,127
42955,40,5,141
20762,45,49,168
39098,12,2,153
86022,8,6,175
3951,57,13,122
45691,41,46,156
42518,43,5,143
70649,57,10,185
97708,6,26,184
78548,72,4,170
54784,29,38,129
97764,50,14,127
6331,43,1,151
65003,62,24,143
6692,27,4,112
42242,30,42,129
4906,60,42,184
92080,71,18,147
28193,4,41,130
10848,13,25,152
40691,51,11,175
28100,49,36,140
34690,41,38,115
56360,24,21,106
66821,57,22,136
40342,6,18,128
56514,18,45,179
39256,10,25,143
98857,7,32,178
48818,15,22,111
82026,20,26,165
10373,3,43,193
28999,65,43,152
2306,53,9,139
4549,16,3,127
98200,53,6,107
2530,51,20,167
49130,50,26,192
66993,25,27,195
55146,16,13,180
18019,49,50,134
5152,12,26,199
25188,43,2,183
60376,11,1,157
88622,15,14,170
26516,27,42,133
79815,45,33,199
25612,6,10,139
23886,67,7,150
23164,41,16,135
98383,38,46,155
42260,40,42,121
52741,4,50,164
56009,43,44,103
85788,24,3,111
83887,2,43,166
38880,24,15,134
32366,58,45,136
90587,61,21,172
96881,1,4,160
74834,36,45,119
85820,34,8,159
2180,74,47,150
93201,23,15,172
22574,52,45,125
66900,47,29,186
1015,28,12,149
66879,22,31,158
75353,24,38,135
93115,50,26,184
19555,24,33,149
78858,38,10,183
51536,61,47,101
23337,19,27,123
5900,61,19,177
98556,49,3,189
2845,23,39,136
53283,36,13,184
7857,40,10,182
97489,18,38,116
59135,49,25,151
33598,59,8,123
69846,24,38,171
58781,51,7,114
38674,33,25,158
62518,51,31,147
82594,74,49,176
89374,42,21,159
82572,58,7,164
65853,72,46,164
91529,30,43,133
51301,52,49,188
44880,52,47,171
25539,5,49,147
49596,17,15,148
21206,63,6,114
78588,68,43,196
86520,67,1,183
80040,40,1,123
15679,74,12,177
10794,54,32,183
7174,7,3,123
68757,10,22,103
19990,51,45,186
71916,28,47,142
35132,37,37,180
82643,75,36,183
48817,23,19,154
96285,58,36,158
57863,42,12,141
90616,11,8,121
15623,32,31,175
77905,62,47,165
65494,2,47,142
70731,43,40,169
54954,3,3,190
97682,23,37,102
85563,49,25,100
96319,60,5,173
35524,11,23,195
55141,24,3,112
41100,59,15,104
14160,28,33,175
51981,50,18,119
59511,51,21,167
30415,7,47,184
29038,56,28,168
31107,23,50,145
21569,63,29,178
51025,7,25,128
97899,62,30,130
49645,13,47,105
59132,13,38,183
14945,43,34,114
77395,52,30,141
37201,67,39,172
89326,39,26,157
14248,68,29,160
26596,16,47,168
18750,67,19,162
16909,23,37,152
40838,29,19,139
92814,43,50,104
37290,74,26,128
72963,29,7,105
88189,19,33,125
40662,71,32,176
62977,50,13,149
34602,71,22,124
62137,65,44,116
96489,27,45,163
8671,18,15,105
23632,11,21,154
2707,59,40,107
86166,44,35,168
81170,45,22,197
37258,16,37,176
29089,27,44,109
62999,28,5,194
21721,63,24,200
58758,64,25,165
74535,74,5,158
90699,25,30,101
80713,74,31,169
67474,7,35,175
8157,55,43,113
88476,75,32,145
40337,56,16,169
87771,60,27,181
48653,67,46,150
55335,24,44,169
76598,17,41,117
76292,26,48,120
83950,25,46,192
3906,22,40,183
76187,12,24,146
58418,58,40,186
99824,14,43,151
9005,7,21,170
79992,54,7,191
93325,56,24,132
85898,19,49,188
9065,42,39,146
89790,2,17,148
41281,6,6,197
58057,28,20,187
41615,2,48,159
68914,56,23,161
33666,42,1,117
55471,58,45,161
44196,27,31,162
96792,9,12,130
48327,48,23,194
24163,13,50,174
24810,3,2,198
23681,51,15,130
75316,27,49,177
37400,3,46,104
71721,46,1,110
1852,67,42,200
33629,62,17,199
54008,46,10,174
91033,64,17,186
5958,59,10,168
59420,47,34,159
14365,64,50,137
4470,6,2,145
48845,11,44,151
42704,2,8,164
14299,75,50,142
97110,62,5,181
86695,24,30,146
47132,62,34,169
93125,63,30,185
32621,16,20,173
52010,36,48,194
64713,3,40,166
32979,13,36,188
42559,44,42,158
14904,4,46,121
80525,30,17,118
62462,8,48,198
16766,39,29,121
58711,54,15,149
63464,69,6,160
81078,49,14,180
62167,8,10,135
62799,2,30,140
47804,52,1,107
61969,46,38,180
11267,69,50,130
51455,68,3,124
96439,57,13,152
44565,35,3,155
20911,26,39,187
22815,4,21,125
34595,53,32,197
7370,68,47,103
44262,57,24,179
56665,38,11,191
45584,38,38,120
23280,11,9,155
47829,33,18,198
39949,72,32,182
34667,69,15,152
40857,25,39,131
95593,52,39,139
62497,64,33,182
26600,63,50,186
41298,62,46,190
74906,42,39,127
7199,58,14,166
38439,11,1,200
45980,67,2,141
74552,48,1,130
28646,74,38,135
34401,74,46,128
2366,12,7,192
3440,21,17,138
19295,24,44,175
38740,51,31,200
41948,16,49,137
39320,36,5,157
30050,59,7,170
62306,56,25,139
82353,11,35,148
5586,39,20,135
65965,20,30,138
62851,28,46,157
56136,46,28,170
89657,57,20,138
59787,10,10,115
63444,14,30,182
7545,25,11,173
86610,40,2,161
95746,61,16,179
45043,45,20,117
18279,3,50,190
20680,27,45,155
34408,63,15,127
97849,20,16,148
26533,52,46,148
58240,39,39,113
11933,50,2,178
55767,48,12,130
44620,4,40,191
93892,31,50,124
13962,23,45,190
67959,56,8,186
43876,10,30,176
30712,40,29,185
22533,21,22,106
13840,21,32,131
66689,71,27,137
96263,48,7,103
94615,17,37,151
69314,31,12,149
18261,42,33,191
74985,63,3,127
3788,49,14,107
4480,12,41,199
5858,32,45,196
20043,41,14,159
64053,4,48,149
5679,17,23,189
11762,53,50,161
13919,66,17,192
13979,22,19,186
17823,29,28,105
30033,36,28,103
556,10,10,169
34443,32,35,164
528,27,7,122
75867,5,19,191
2038,22,19,132
67339,36,23,115
85776,64,4,198
63893,9,22,141
21280,43,12,157
24845,25,29,169
43494,40,12,102
82868,13,48,147
22292,69,31,182
28717,28,2,138
41626,67,26,128
46466,64,48,138
46993,34,9,147
46826,19,9,176
89146,57,35,180
6373,23,24,140
5482,51,26,178
28716,12,42,155
47035,69,31,174
86543,21,9,130
76819,32,18,128
32925,7,30,195
55084,63,31,165
99558,72,50,182
87679,64,25,188
76589,27,22,170
48936,23,42,190
4449,69,16,121
91657,57,31,167
1814,63,8,169
67052,47,19,173
91193,59,13,187
24569,65,19,131
70405,22,36,106
30834,7,45,171
13293,52,10,119
68957,33,35,194
55358,4,18,145
10261,30,30,152
61016,15,9,136
27441,11,16,181
40307,17,9,113
53774,73,31,126
45620,34,27,135
80519,37,17,117
48590,38,16,100
47357,17,7,175
77838,39,12,180
99716,38,40,147
58766,19,5,167
53769,61,35,181
89812,31,31,132
8458,55,4,108
10607,28,49,107
86693,64,37,170
51369,67,39,158
74526,2,25,190
3864,29,31,137
1735,2,8,157
50561,65,26,114
69777,3,40,126
86667,37,38,171
59994,44,12,169
15196,25,22,193
8396,66,1,116
66729,23,49,178
77715,21,34,101
53834,66,4,135
27160,13,17,147
96650,68,43,126
81926,61,15,109
63526,69,18,108
37485,67,2,135
99477,71,5,156
13959,10,16,142
7799,8,8,142
50532,70,17,169
37347,70,22,177
93501,25,42,157
42264,17,43,100
37982,8,26,199
21492,51,18,182
72218,50,12,140
11099,26,42,128
21073,66,5,193
14825,11,15,147
56129,30,33,145
82269,18,10,116
33809,41,43,184
33680,2,27,101
79625,5,6,105
43740,69,13,117
23303,39,29,114
51736,57,26,100
38979,23,9,196
96171,6,30,151
55075,69,40,132
61254,71,6,104
40072,16,17,176
49126,65,3,137
46735,61,16,195
55878,25,30,155
80895,36,4,160
40285,69,19,178
16548,22,36,100
13968,54,6,196
52810,62,38,103
27435,67,4,135
78152,31,18,120
90773,69,42,194
13615,63,37,116
47963,13,12,160
17802,3,5,165
51314,25,20,112
76316,38,4,200
68620,9,47,134
84180,32,39,182
33404,30,40,156
31517,73,5,101
26060,43,10,126
27971,24,49,131
99705,3,50,134
32497,38,14,122
11339,33,48,141
51116,66,6,147
11875,8,40,131
66863,56,34,131
77941,57,33,147
81145,51,42,151
26166,71,27,120
95165,50,11,117
64544,54,1,135
32366,34,14,153
87834,42,5,139
42385,61,44,136
47761,14,50,130
71518,43,33,119
56797,18,4,130
33061,14,13,107
47695,45,6,182
96535,43,3,134
73715,13,14,157
72127,50,12,171
74390,26,25,113
9123,41,3,189
28099,67,18,148
88171,57,27,194
50038,59,17,141
24202,6,12,156
38112,56,38,126
888,16,39,125
15662,37,44,113
90206,46,46,105
24506,50,33,179
41117,43,41,191
57874,15,50,198
21563,23,45,191
95775,39,21,198
98136,42,32,104
1250,30,48,167
83133,63,39,120
58533,69,37,136
63996,38,38,168
40549,75,35,177
99470,24,12,191
50986,17,36,124
67796,49,12,125
77637,12,32,182
81312,14,27,195
99764,45,29,163
61493,72,20,152
4909,7,21,136
19371,54,13,169
94312,18,36,171
16796,38,27,115
93034,72,26,158
50283,18,41,188
29141,67,44,156
85370,58,43,159
73530,8,26,153
25423,31,3,145
24129,3,8,191
14575,61,5,124
66140,52,16,174
42873,31,12,168
30361,24,27,154
86886,37,50,126
46927,37,47,192
99838,55,20,108
90988,70,5,119
79208,70,21,177
64964,50,21,144
95617,27,33,161
7082,6,49,106
23280,44,23,101
59600,53,13,135
86239,26,50,150
53341,34,18,154
2302,36,47,145
29093,46,10,189
79425,58,1,108
38226,2,46,188
91636,36,5,196
27529,60,26,167
56019,39,40,127
15723,9,5,185
59485,56,40,198
97501,32,17,197
83826,61,25,174
10894,62,5,134
72428,64,10,194
39220,27,19,195
76217,52,28,120
89844,34,47,197
80883,44,21,141
52627,32,2,138
54124,41,22,150
96809,28,46,127
41563,32,38,135
89898,5,14,185
10797,18,13,110
9344,75,44,116
83940,11,7,183
87097,67,43,144
14786,48,37,120
78410,53,27,177
6970,58,12,159
52107,49,15,142
53945,23,11,128
67748,68,2,157
23930,50,46,133
21530,12,7,184
60819,75,48,162
32077,65,28,179
59463,9,38,188
17517,61,48,125
60332,6,25,147
78940,24,32,159
56358,34,27,103
24299,9,49,198
85445,30,12,176
18619,18,1,130
30238,22,11,139
14367,3,11,167
62145,3,20,142
14264,8,50,167
58404,47,8,160
36368,19,25,175
32650,3,29,171
79169,66,45,188
64052,41,11,150
68874,16,16,119
54508,6,2,191
51566,20,30,178
15166,7,20,195
3013,27,33,104
38429,4,45,194
48298,38,39,113
54352,15,15,165
94593,18,47,163
26966,2,32,147
75423,39,48,112
60465,5,43,190
43627,71,21,138
91541,12,46,162
72161,28,16,110
5817,59,23,162
86362,17,15,181
38955,4,36,124
99153,59,42,127
55711,60,48,138
67182,16,36,170
88917,11,29,170
6301,54,29,148
14605,45,25,149
25103,51,25,163
77558,42,20,124
54795,52,45,124
19517,6,50,188
22026,26,34,167
38777,33,4,130
26874,35,15,173
21513,17,20,185
52431,69,17,155
8775,75,3,129
38752,52,8,132
50739,66,2,143
50097,18,44,106
58242,29,13,162
29532,23,16,157
86161,70,31,177
14623,39,47,104
80384,8,45,103
71370,29,31,129
48294,16,9,105
38202,64,22,136
91035,7,14,113
57904,38,32,128
32534,12,12,155
91529,74,45,125
957,8,44,184
14042,75,48,148
32659,44,32,167
99843,49,43,147
5240,2,25,135
75645,9,23,191
73662,70,34,109
55550,31,35,186
71999,60,24,195
53336,50,20,146
95432,38,35,142
36232,9,29,172
62320,30,48,135
69701,7,23,133
77027,45,23,168
38604,72,27,146
41647,16,9,120
65406,40,16,181
22527,3,37,170
52096,5,22,115
21433,35,28,116
71996,22,4,164
20389,36,24,150
31555,35,20,146
51125,47,30,181
39876,74,19,185
70104,45,7,115
34540,14,49,191
4536,29,40,144
11185,34,29,158
15455,47,40,186
39380,39,44,117
25664,68,36,133
69301,42,2,184
91969,74,17,183
62929,73,32,160
69070,14,6,103
39020,69,34,149
62586,3,39,104
96249,43,37,139
11243,46,28,176
33012,52,31,131
25324,4,27,106
57830,40,27,102
52908,55,20,171
31504,23,26,122
89567,56,34,174
73251,50,33,139
8311,51,4,102
77585,26,39,186
58408,16,9,167
6304,36,35,182
76252,44,22,157
66140,31,13,105
97400,64,15,172
61547,66,10,177
51725,10,17,196
11593,51,50,147
74150,28,13,153
48329,27,23,140
48727,58,12,197
7807,16,41,132
22404,37,48,169
65676,46,7,169
32641,49,29,157
64005,64,21,145
84770,64,49,162
59472,27,6,109
40634,62,27,159
24770,48,23,113
87330,42,30,104
3110,34,18,197
10951,62,38,177
27376,61,41,117
35857,36,15,109
88116,35,31,187
16105,65,16,140
4558,47,9,166
53600,73,27,156
24774,18,39,186
61696,2,15,155
32859,21,6,171
17804,23,26,184
5583,13,19,195
50256,56,13,168
74580,48,12,141
16808,67,30,170
29904,29,46,151
8608,63,38,104
19875,34,18,126
68273,68,28,148
23119,12,22,112
55590,29,6,124
10151,4,25,153
87189,45,39,112
74606,26,9,185
468,74,16,193
53621,56,42,108
5136,57,25,129
60730,14,33,104
1006,52,4,144
22073,25,4,101
31321,50,10,160
58088,7,35,129
53500,69,36,198
18899,9,18,158
26020,7,35,136
88501,25,39,164
44450,29,30,145
12927,44,4,163
99786,59,3,110
29142,12,38,129
961,3,24,131
66648,38,20,156
39411,75,2,121
60549,33,28,192
89765,58,38,170
19182,14,32,191
93330,27,38,162
42116,44,48,138
60901,72,24,192
13512,29,40,106
25829,24,21,113
19894,55,46,166
97896,51,23,173
23263,39,12,125
66320,6,36,135
37137,24,23,173
56542,27,23,174
82834,52,8,157
68396,69,27,120
39079,23,10,188
344,20,17,140
86974,60,41,147
16486,18,34,186
92494,45,18,186
70990,6,48,109
31499,30,24,187
87635,66,2,149
70738,57,33,170
44089,32,43,163
51369,46,47,197
43069,53,25,192
27009,30,36,120
35232,39,36,146
98409,24,43,181
61642,27,47,181
85637,43,15,191
47692,40,49,177
4387,19,13,137
18491,41,47,114
29159,2,19,135
56472,57,20,179
36544,74,11,133
69393,73,2,151
16364,5,38,106
80292,34,30,174
75491,9,23,194
1681,32,6,183
73286,48,12,131
41235,71,40,173
2916,65,42,141
2635,19,2,153
35962,6,34,127
73406,53,37,155
66628,62,25,122
80669,63,4,132
85796,2,44,157
64428,61,21,166
70129,39,32,125
81475,15,50,110
49686,32,25,117
607,12,29,200
91310,39,38,141
84227,46,34,165
63867,60,23,193
76406,56,44,136
50216,41,31,179
96589,46,2,155
39821,29,3,182
87848,33,43,129
54143,31,49,144
32266,75,18,185
25414,20,48,142
33874,69,14,187
15484,16,40,156
2986,24,50,127
44541,55,44,142
23629,75,33,160
88451,17,24,154
71987,21,45,136
86007,18,20,149
997,2,25,191
29396,72,38,110
99146,69,47,170
12359,61,4,156
84441,13,30,154
29646,38,20,137
66542,41,15,180
3835,47,28,134
31430,44,47,131
23452,59,47,179
32891,50,13,195
1447,3,5,174
52771,21,11,107
82927,36,36,189
43599,67,33,195
75364,72,20,117
46288,13,43,108
14318,7,30,142
40340,9,18,168
45927,50,23,162
81926,30,44,113
79105,29,35,123
30101,4,10,116
4355,18,48,101
53881,62,35,197
82325,46,43,132
8881,51,4,198
66225,50,2,127
63927,44,31,162
91767,2,41,156
46216,8,11,128
14680,62,1,190
6491,11,48,121
81520,24,26,159
40998,37,26,184
49441,50,29,172
78103,68,48,102
81605,10,27,168
48731,33,49,193
99462,43,25,173
41725,17,15,194
23901,51,11,175
92673,32,39,184
8010,16,31,187
19848,47,23,137
86319,41,11,193
65221,48,50,108
37550,57,30,191
49104,9,9,192
84273,73,38,138
1456,68,41,188
59427,53,12,132
97123,34,8,191
31311,51,4,135
65966,23,41,161
27566,63,29,127
88178,51,16,106
37128,37,49,154
52193,56,14,200
97096,23,36,109
51383,3,46,180
97460,43,8,122
95349,33,28,158
11212,66,23,177
70696,17,3,149
10770,40,41,102
62914,59,46,194
59163,33,10,105
31194,50,50,119
18544,53,43,186
66639,75,1,119
54096,4,24,181
30949,37,9,157
81254,9,6,178
77494,34,40,153
22474,31,28,141
34025,73,46,177
50416,64,39,174
7275,2,2,186
27373,30,43,194
19144,3,38,185
67571,67,21,100
68411,71,44,137
71561,46,8,158
29596,30,16,175
67737,31,5,112
89100,65,50,146
44763,59,46,158
51798,61,36,152
89837,56,39,176
46283,58,10,191
69415,15,36,101
1206,39,11,170
18294,65,12,102
89970,8,9,160
38813,49,29,110
81690,28,31,148
91540,50,12,190
17255,72,49,157
92773,59,36,129
68145,29,49,125
85700,68,48,167
35941,29,35,109
50700,3,28,182
75411,7,32,109
56363,66,7,175
51758,31,36,125
